run_id,rep,load_prices_sec,align_weights_sec,compute_metrics_sec,total_sec,io_read_mb,cpu_mean_pct,cpu_peak_pct,rss_peak_mb,cache_dropped,implementation,storage_format,portfolio_scale,phase
75519778-3b4f-4101-843e-aeef6ac93898,4,0.005189,0.000373,0.001555,0.007117,0.0,19.0,19.0,124.8,False,fortran_openmp,parquet_wide_uncompressed,1000,2_storage_opt
7da96fcb-6589-4443-a023-f6d2d8a43b34,0,0.010891,0.00035,0.00037,0.011611,0.0,97.1,97.1,1182.3,False,numpy_vectorised,parquet_wide_snappy,100,2_storage_opt
7da96fcb-6589-4443-a023-f6d2d8a43b34,1,0.007767,0.000528,0.006394,0.014689,0.0,100.0,100.0,1183.4,False,numpy_vectorised,parquet_wide_snappy,100,2_storage_opt
7da96fcb-6589-4443-a023-f6d2d8a43b34,2,0.004647,0.000305,0.000354,0.005306,0.0,100.0,100.0,1184.3,False,numpy_vectorised,parquet_wide_snappy,100,2_storage_opt
7da96fcb-6589-4443-a023-f6d2d8a43b34,3,0.009303,0.000591,0.000376,0.01027,0.0,100.0,100.0,1184.8,False,numpy_vectorised,parquet_wide_snappy,100,2_storage_opt
7da96fcb-6589-4443-a023-f6d2d8a43b34,4,0.007729,0.000316,0.000353,0.008398,0.0,96.0,96.0,1185.7,False,numpy_vectorised,parquet_wide_snappy,100,2_storage_opt
7f16fb8a-7429-4310-a255-3b163e06b5fe,0,0.07832,0.000562,0.005882,0.084764,0.0,88.1,100.0,120.3,False,numpy_vectorised,csv_per_stock,1000,1_csv_baseline
7f16fb8a-7429-4310-a255-3b163e06b5fe,1,0.077836,0.000534,0.006045,0.084415,0.0,92.2,100.0,122.4,False,numpy_vectorised,csv_per_stock,1000,1_csv_baseline
7f16fb8a-7429-4310-a255-3b163e06b5fe,2,0.078087,0.000569,0.008573,0.087229,0.0,92.2,100.0,120.2,False,numpy_vectorised,csv_per_stock,1000,1_csv_baseline
7f16fb8a-7429-4310-a255-3b163e06b5fe,3,0.077921,0.000531,0.006158,0.08461,0.0,89.7,100.0,124.2,False,numpy_vectorised,csv_per_stock,1000,1_csv_baseline
7f16fb8a-7429-4310-a255-3b163e06b5fe,4,0.078381,0.000544,0.015177,0.094102,0.0,93.4,100.0,120.2,False,numpy_vectorised,csv_per_stock,1000,1_csv_baseline
7f6b825e-98c7-45b1-ac5f-db7dde32144e,0,0.067625,0.000519,0.017549,0.085693,0.0,3.8,4.2,114.1,False,pandas_baseline,csv_per_stock,1000,1_csv_baseline
7f6b825e-98c7-45b1-ac5f-db7dde32144e,1,0.067007,0.000522,0.020653,0.088182,0.0,4.6,5.6,114.1,False,pandas_baseline,csv_per_stock,1000,1_csv_baseline
7f6b825e-98c7-45b1-ac5f-db7dde32144e,2,0.067145,0.000489,0.020337,0.087971,0.0,4.2,4.2,114.6,False,pandas_baseline,csv_per_stock,1000,1_csv_baseline
7f6b825e-98c7-45b1-ac5f-db7dde32144e,3,0.067438,0.000531,0.017332,0.085301,0.0,4.6,5.5,114.5,False,pandas_baseline,csv_per_stock,1000,1_csv_baseline
7f6b825e-98c7-45b1-ac5f-db7dde32144e,4,0.067191,0.000482,0.017286,0.08495899999999999,0.0,4.2,5.6,115.0,False,pandas_baseline,csv_per_stock,1000,1_csv_baseline
7fb6f930-8fec-4c17-be3a-5d6373e0a97b,0,0.005324,0.000298,0.001315,0.006937,0.0,5.3,5.3,448.1,False,java_vector_api,parquet_wide_uncompressed,100,2_storage_opt
7fb6f930-8fec-4c17-be3a-5d6373e0a97b,1,0.003882,0.000254,0.00097,0.005106,0.0,23.5,23.5,450.1,False,java_vector_api,parquet_wide_uncompressed,100,2_storage_opt
